time,channel,count
2022-04-16,promo,1
2024-08-20,politics,46
2024-04-25,politics,287
2019-08-31,promo,28
2021-03-30,promo,4
2022-07-17,politics,61
2021-04-19,politics,6
2024-09-06,politics,301
2021-11-15,promo,3
2022-05-14,promo,3
2024-09-30,politics,551
2021-04-23,promo,1
2022-02-22,politics,36
2020-10-24,promo,4
2020-03-11,promo,3
2024-01-13,politics,367
2024-05-13,politics,72
2020-06-26,promo,2
2023-11-28,politics,527
2022-06-07,promo,4
2022-01-27,promo,11
2024-08-13,politics,84
2022-07-12,politics,7
2024-10-11,politics,54
2019-10-18,promo,9
2024-02-23,politics,23
2022-03-05,promo,1
2023-08-31,politics,163
2021-02-17,politics,2
2022-08-28,promo,20
2024-03-29,politics,1
2023-09-25,politics,4
2024-02-29,politics,137
2021-12-25,promo,1
2022-02-28,politics,66
2024-03-21,politics,19
2024-08-17,politics,17
2023-05-21,politics,86
2023-09-07,politics,1
2024-04-23,politics,1
2024-08-24,politics,55
2019-08-11,promo,3
2022-03-11,promo,7
2020-04-29,promo,3
2022-08-07,promo,3
2022-04-26,promo,11
2023-04-04,politics,44
2021-01-27,politics,20
2022-05-29,promo,3
2024-06-30,politics,89
2024-07-17,politics,51
2024-08-19,politics,182
2022-02-02,promo,10
2022-10-12,promo,3
2020-11-08,promo,6
2019-11-21,promo,1
2024-03-15,politics,86
2022-10-06,politics,43
2022-10-16,politics,9
2019-08-27,promo,6
2022-11-13,politics,37
2022-05-04,promo,4
2023-06-06,politics,39
2022-01-31,promo,2
2023-10-29,politics,18
2024-04-30,politics,5
2020-05-13,promo,1
2022-06-25,politics,3
2022-09-27,politics,96
2024-09-03,politics,773
2023-05-13,politics,2
2020-11-06,promo,1
2021-10-19,promo,1
2022-02-26,promo,51
2022-05-05,politics,3
2020-04-28,promo,28
2021-11-10,politics,36
2022-04-05,politics,103
2023-03-13,politics,97
2020-09-21,promo,3
2020-12-28,promo,2
2021-05-18,promo,1
2022-12-23,politics,1
2022-10-11,promo,1
2021-09-06,politics,1
2022-05-02,promo,1
2022-07-20,politics,7
2020-05-03,promo,8
2024-07-10,politics,6
2022-02-27,promo,39
2024-03-28,politics,1
2020-08-21,promo,32
2020-08-22,promo,6
2021-01-30,promo,1
2021-04-19,promo,22
2022-10-19,promo,14
2023-11-22,politics,64
2020-04-03,promo,9
2022-07-30,promo,51
2024-03-30,politics,26
2022-06-13,promo,5
2022-04-18,promo,1
2022-03-02,politics,189
2020-03-12,promo,1
2021-04-02,promo,8
2024-05-06,politics,2
2022-05-11,politics,60
2022-08-24,promo,91
2022-12-24,politics,2
2020-09-22,promo,3
2022-12-19,politics,3
2024-09-01,politics,111
2021-01-21,politics,7
2020-12-02,promo,5
2019-09-08,promo,2
2022-01-16,promo,2
2023-12-07,politics,24
2020-05-23,promo,2
2022-11-28,politics,2
2024-08-12,politics,86
2022-09-29,politics,39
2024-05-21,politics,187
2019-12-06,promo,1
2020-10-10,promo,1
2021-10-02,promo,1
2024-01-05,politics,156
2023-01-02,politics,5
2022-10-19,politics,4
2022-04-10,politics,1
2023-05-15,politics,130
2022-08-27,promo,3
2022-04-21,promo,1
2024-04-03,politics,148
2023-03-10,politics,19
2024-09-18,politics,89
2020-09-09,promo,4
2022-02-21,promo,3
2022-04-04,politics,119
2020-06-02,promo,3
2020-03-08,promo,2
2019-09-27,promo,42
2023-02-25,politics,5
2020-08-18,promo,2
2022-11-30,politics,10
2020-01-19,promo,4
2024-06-15,politics,43
2022-03-10,politics,99
2022-03-07,politics,191
2021-11-25,promo,2
2020-01-18,promo,6
2022-10-27,politics,1
2022-01-17,promo,6
2022-07-27,promo,11
2022-09-24,promo,7
2020-07-26,promo,5
2022-08-04,promo,2
2022-07-24,politics,5
2024-06-06,politics,142
2022-04-01,politics,16
2024-02-25,politics,3
2022-04-02,politics,13
2024-09-23,politics,148
2022-03-08,politics,442
2023-10-10,politics,32
2023-11-04,politics,369
2021-07-06,promo,4
2021-07-10,promo,1
2023-04-14,politics,19
2023-10-22,politics,19
2024-05-09,politics,73
2020-08-12,promo,3
2023-03-31,politics,48
2023-11-07,politics,12
2020-06-27,promo,18
2020-07-29,promo,4
2021-12-27,promo,3
2021-07-08,politics,1
2021-09-14,promo,2
2019-10-11,promo,14
2021-08-04,promo,1
2022-07-25,politics,5
2020-09-01,promo,3
2019-11-07,promo,1
2021-02-23,promo,9
2021-11-27,promo,2
2023-08-02,politics,1
2021-09-28,promo,4
2022-10-23,politics,9
2022-07-15,promo,21
2020-07-18,promo,10
2023-04-30,politics,39
2022-12-28,politics,3
2023-10-08,politics,126
2021-01-31,politics,9
2024-06-10,politics,174
2022-07-02,promo,4
2023-07-06,politics,40
2024-04-24,politics,70
2020-09-25,promo,3
2023-05-10,politics,22
2023-05-25,politics,4
2022-09-13,promo,12
2022-09-14,politics,114
2022-12-31,politics,17
2023-05-16,politics,46
2024-02-14,politics,10
2024-04-22,politics,21
2021-03-31,politics,17
2022-10-16,promo,1
2021-08-16,promo,1
2024-04-26,politics,568
2023-09-30,politics,10
2021-10-13,politics,6
2019-11-02,promo,39
2020-05-17,promo,4
2020-11-05,promo,3
2022-04-22,politics,48
2024-08-29,politics,162
2021-12-10,promo,2
2020-09-05,promo,23
2022-01-09,promo,1
2024-07-22,politics,70
2020-02-07,promo,1
2022-02-07,promo,1
2020-06-08,promo,25
2021-11-06,promo,2
2022-08-30,promo,11
2021-11-20,politics,16
2021-02-20,promo,1
2021-03-20,politics,89
2023-02-24,politics,1
2022-10-10,politics,30
2022-08-16,promo,53
2022-10-21,politics,116
2020-03-14,promo,1
2019-10-01,promo,3
2021-06-16,politics,7
2020-04-27,promo,13
2020-05-19,promo,5
2021-10-31,politics,7
2021-09-16,promo,1
2020-01-22,promo,2
2022-12-26,politics,11
2021-05-11,promo,67
2022-06-30,politics,2
2022-09-28,promo,10
2022-04-09,politics,32
2021-01-05,promo,2
2020-04-10,promo,3
2022-06-26,promo,2
2020-09-16,promo,1
2019-12-16,promo,15
2020-11-11,promo,5
2021-10-04,politics,1
2023-04-08,politics,2
2021-10-07,promo,3
2024-05-14,politics,151
2022-04-07,promo,2
2023-10-31,politics,69
2020-05-02,promo,10
2020-11-20,promo,3
2022-08-05,politics,122
2022-11-27,politics,34
2022-08-22,politics,26
2022-08-20,politics,247
2023-02-21,politics,12
2020-07-31,promo,1
2020-01-11,promo,1
2024-11-05,politics,907
2023-05-06,science,25
2024-04-11,promo,35
2023-05-03,science,11
2023-01-16,promo,13
2024-10-19,promo,98
2023-04-30,promo,14
2023-01-28,science,11
2024-09-10,promo,67
2024-10-20,promo,32
2023-03-21,science,6
2024-08-13,promo,44
2023-01-29,science,15
2023-12-16,science,1
2024-06-19,science,3
2023-02-11,promo,7
2023-08-03,promo,54
2023-07-11,promo,13
2023-03-20,promo,40
2024-02-03,science,6
2024-07-23,promo,47
2023-02-16,promo,6
2024-01-02,science,13
2024-04-07,promo,43
2023-07-04,promo,21
2024-04-24,promo,15
2024-03-09,science,2
2023-03-16,promo,2
2022-12-01,promo,1
2023-05-28,promo,5
2023-12-22,promo,10
2024-01-04,science,129
2024-04-02,promo,39
2024-08-25,science,19
2023-03-03,promo,76
2024-01-17,promo,5
2023-05-13,promo,24
2022-11-26,promo,7
2024-11-11,promo,26
2023-10-24,science,3
2023-12-23,promo,26
2023-01-16,science,2
2024-07-20,promo,7
2023-11-18,science,16
2023-12-13,promo,61
2024-09-03,promo,100
2023-08-02,science,2
2024-08-08,science,25
2023-07-26,promo,22
2024-04-23,science,41
2024-09-09,science,22
2024-06-18,promo,31
2024-01-31,science,23
2023-05-29,science,12
2024-09-14,science,5
2024-06-28,science,23
2023-02-17,science,6
2022-11-27,promo,1
2024-03-17,promo,23
2024-04-09,science,6
2024-02-21,promo,68
2024-09-13,science,33
2022-11-19,science,16
2024-03-15,science,1
2023-08-14,promo,12
2024-06-06,promo,3
2024-09-06,science,22
2022-11-07,science,15
2023-07-15,promo,2
2024-04-19,promo,17
2024-05-07,promo,44
2023-06-11,science,1
2023-08-04,promo,44
2023-09-18,science,4
2023-02-23,science,19
2023-07-24,promo,19
2022-10-24,promo,84
2024-10-29,promo,57
2022-10-20,science,14
2023-01-21,science,33
2023-11-23,science,11
2024-07-22,promo,14
2023-03-27,science,34
2024-01-13,promo,11
2023-11-23,promo,1
2022-11-18,promo,1
2024-05-04,science,7
2024-05-26,promo,56
2024-02-09,promo,45
2024-06-22,promo,44
2023-10-01,science,1
2024-02-09,science,4
2024-06-27,science,16
2023-03-31,promo,42
2024-01-07,science,12
2023-04-27,science,2
2024-09-14,promo,37
2023-12-09,promo,19
2024-02-21,science,7
2024-07-29,science,14
2024-05-13,science,12
2023-10-04,promo,13
2024-01-25,science,13
2024-08-10,promo,74
2023-01-01,science,5
2023-01-28,promo,15
2023-03-18,promo,7
2023-08-09,science,72
2024-04-14,science,7
2022-12-03,promo,2
2024-01-20,promo,7
2024-07-23,science,11
2023-08-24,promo,3
2024-01-28,promo,13
2024-04-24,science,25
2023-04-11,promo,59
2023-06-12,promo,1
2023-09-20,promo,6
2023-07-13,promo,26
2023-12-25,promo,28
2024-11-10,promo,11
2024-06-07,science,48
2023-12-06,promo,27
2024-01-11,promo,41
2024-01-23,promo,185
2024-06-16,science,35
2024-09-12,science,22
2023-04-09,promo,27
2023-04-02,science,13
2024-05-22,promo,20
2024-10-26,promo,46
2024-01-24,science,1
2022-10-29,science,22
2023-03-24,science,4
2022-12-20,promo,3
2024-05-08,science,3
2024-03-14,science,7
2024-05-25,promo,20
2024-03-21,promo,19
2023-08-22,promo,21
2024-04-09,promo,37
2024-05-17,promo,66
2024-08-25,promo,126
2024-08-03,promo,144
2023-02-01,promo,1
2023-04-14,promo,2
2023-05-04,science,10
2023-03-06,science,8
2024-09-03,science,129
2023-08-07,science,13
2024-05-09,science,28
2024-09-13,promo,176
2024-06-07,promo,8
2024-07-12,science,19
2024-01-14,science,11
2023-11-02,promo,7
2023-07-25,promo,13
2024-07-12,promo,12
2024-06-29,science,5
2023-12-24,promo,21
2024-04-03,promo,3
2024-09-27,promo,34
2023-09-17,promo,15
2024-11-03,promo,114
2023-01-03,promo,18
2023-02-15,promo,5
2023-10-21,promo,2
2024-01-18,promo,70
2023-10-14,science,6
2024-01-21,promo,7
2024-06-14,science,4
2023-01-15,science,12
2024-04-08,promo,75
2023-03-02,science,7
2024-05-08,promo,57
2023-09-30,science,5
2022-12-28,science,46
2023-02-26,promo,12
2024-02-24,science,5
2024-03-24,science,9
2024-03-30,promo,322
2024-04-10,promo,4
2023-01-17,science,8
2023-03-08,science,8
2024-06-04,promo,31
2024-02-12,promo,55
2023-08-13,science,22
2023-11-12,promo,6
2023-04-01,promo,26
2024-09-16,science,22
2023-01-17,promo,63
2022-11-28,promo,9
2023-08-25,promo,4
2024-02-10,science,11
2023-10-28,science,1
2024-04-06,science,39
2023-11-21,science,1
2024-05-03,promo,37
2024-08-11,promo,95
2024-05-11,science,1
2023-02-06,science,6
2023-06-05,promo,10
2022-10-30,promo,1
2023-07-17,promo,7
2023-09-01,science,1
2024-09-11,promo,7
2024-10-27,promo,49
2024-11-06,promo,12
2022-09-30,science,27
2024-05-23,science,48
2024-06-02,science,1
2023-11-13,promo,54
2022-12-04,promo,74
2023-10-23,promo,80
2024-01-19,promo,110
2024-01-27,promo,16
2024-05-05,promo,36
2024-10-09,promo,54
2024-06-26,science,102
2024-07-04,promo,32
2023-09-12,science,22
2023-12-01,promo,29
2024-01-11,science,3
2023-07-29,science,6
2023-03-13,science,2
2024-05-24,promo,114
2023-05-07,promo,21
2024-08-15,promo,32
2024-09-05,promo,120
2023-08-04,science,15
2023-07-06,promo,28
2024-07-01,promo,43
2023-08-05,science,2
2024-06-11,promo,401
2023-05-12,science,7
2024-05-16,promo,60
2023-07-02,promo,6
2023-08-08,science,7
2023-08-12,promo,12
2023-10-03,science,21
2022-11-03,promo,3
2022-11-21,promo,1
2024-08-20,promo,23
2024-08-07,promo,34
2024-05-18,promo,86
2024-01-21,science,8
2024-05-15,science,16
2024-03-18,science,2
2023-03-12,promo,11
2024-06-12,promo,21
2024-04-25,science,1
2024-08-19,science,15
2023-10-01,promo,21
2024-10-31,promo,221
2024-08-28,science,66
2023-11-07,science,16
2023-08-17,promo,10
2024-01-06,science,7
2024-11-05,promo,59
2024-03-09,promo,74
2024-02-13,promo,201
2024-08-08,promo,60
2023-12-08,science,1
2022-11-04,science,1
2022-12-09,promo,12
2023-08-21,promo,4
2023-09-25,promo,6
2022-12-17,promo,16
2022-12-07,promo,27
2023-04-22,promo,1
2024-03-01,promo,46
2023-03-29,promo,15
2024-08-09,science,55
2023-09-12,promo,10
2022-09-27,science,51
2023-01-31,science,27
2023-07-01,science,6
2024-01-20,science,3
2023-04-27,promo,73
2024-07-15,promo,10
2024-02-04,science,32
2024-02-11,promo,39
2023-03-05,promo,49
2022-12-26,promo,4
2024-06-28,promo,29
2023-09-23,science,3
2024-05-02,promo,41
2024-06-04,science,25
2023-09-25,science,1
2023-01-13,promo,8
2024-06-05,promo,5
2023-01-05,promo,2
2024-03-02,promo,17
2023-10-27,science,2
2024-10-30,promo,5
2023-04-08,promo,2
2024-04-30,science,25
2023-04-25,promo,9
2023-02-19,promo,5
2024-01-15,promo,20
2024-03-24,promo,23
2024-01-17,science,27
2023-01-20,promo,6
2023-06-24,promo,10
2022-11-22,science,55
2024-01-30,promo,2
2024-07-10,science,5
2023-05-10,promo,13
2022-11-20,promo,2
2024-08-02,promo,50
2024-05-12,promo,116
2023-03-21,promo,10
2023-09-11,science,21
2023-09-23,promo,22
2024-10-22,promo,162
2023-11-24,science,3
2024-01-16,science,69
2024-08-05,science,98
2022-10-01,science,14
2023-10-24,promo,3
2024-06-13,science,13
2022-11-25,promo,3
2023-10-31,promo,23
2023-02-09,science,65
2024-07-24,science,44
2024-09-23,promo,241
2023-06-15,science,31
2023-02-14,promo,6
2023-04-19,promo,2
2024-01-31,promo,44
2023-12-02,promo,18
2023-12-28,science,80
2024-02-07,promo,48
2023-01-12,promo,18
2023-05-26,promo,25
2022-12-10,science,6
2024-03-20,promo,163
2023-10-13,promo,17
2024-04-16,promo,12
2023-10-17,science,10
2022-12-14,promo,23
2024-04-25,promo,4
2023-05-03,promo,6
2023-05-31,promo,1
2024-08-22,promo,45
2023-02-10,science,18
2024-08-20,science,82
2023-08-11,promo,53
2024-07-08,science,4
2024-10-12,promo,182
2022-10-25,science,21
2022-11-13,science,2
2023-07-29,promo,1
2023-05-17,promo,29
2023-01-18,science,27
2022-12-25,science,63
2023-01-26,promo,1
2023-02-03,science,26
2023-05-01,promo,45
2024-07-16,science,12
2023-10-06,promo,12
2023-11-09,promo,26
2024-02-08,promo,17
2024-10-24,promo,77
2024-03-16,promo,9
2024-07-31,promo,275
2023-11-16,promo,82
2024-06-27,promo,13
2023-10-20,promo,16
2024-09-15,promo,32
2023-01-20,science,107
2024-04-20,science,24
2022-10-22,science,8
2024-05-16,science,36
2023-06-13,science,3
2023-05-31,science,14
2024-09-01,science,1
2024-06-02,promo,32
2024-08-24,promo,188
2024-02-27,promo,30
2023-01-19,promo,14
2023-01-10,promo,17
2023-09-09,science,4
2023-03-15,promo,4
2024-07-21,science,1
2024-11-09,promo,29
2024-05-30,science,14
2024-03-22,promo,32
2023-10-06,science,70
2022-12-18,promo,8
2024-06-29,promo,20
2022-11-06,promo,4
2024-04-20,promo,26
2024-09-09,promo,41
2023-09-13,science,19
2023-12-20,promo,11
2023-06-08,science,30
2024-06-15,science,7
2023-11-04,promo,146
2023-04-16,promo,5
2023-06-28,science,19
2023-02-20,science,13
2023-10-11,promo,61
2023-11-27,science,3
2022-11-15,promo,2
2023-02-18,science,5
2024-09-06,promo,83
2023-01-25,science,17
2023-09-01,promo,8
2023-04-26,promo,31
2024-03-08,promo,14
2022-11-12,promo,32
2024-07-08,promo,11
2024-08-03,science,35
2024-03-27,promo,112
2022-10-12,science,15
2023-06-26,science,1
2024-01-29,science,80
2024-06-06,science,100
2024-05-11,promo,40
2024-03-17,science,20
2024-08-16,science,33
2023-02-07,promo,11
2024-02-01,promo,2
2022-12-23,science,14
2023-05-22,promo,14
2023-09-29,promo,17
2023-11-15,promo,4
2023-02-12,promo,10
2024-07-25,science,21
2024-07-10,promo,51
2024-01-12,promo,50
2023-03-08,promo,3
2023-12-10,science,4
2024-11-08,promo,86
2023-05-24,promo,6
2024-01-29,promo,26
2024-09-22,promo,221
2024-01-05,promo,1
2023-04-13,science,312
2023-01-30,promo,4
2023-10-03,promo,4
2023-08-18,science,8
2024-08-12,promo,90
2023-09-26,promo,25
2023-05-08,promo,16
2023-10-26,promo,11
2023-10-30,science,1
2023-12-16,promo,31
2024-03-20,science,8
2023-11-19,science,85
2023-09-03,science,10
2024-07-18,science,79
2023-07-16,science,3
2024-07-19,science,1
2023-04-06,promo,50
2024-04-26,promo,5
2024-05-10,promo,8
2024-05-27,promo,412
2024-05-20,science,12
2024-08-17,science,14
2022-12-27,promo,4
2024-04-14,promo,28
2024-07-07,promo,16
2024-02-15,promo,98
2023-10-15,science,3
2024-03-01,science,121
2024-04-16,science,43
2023-09-02,promo,9
2022-12-03,science,4
2023-06-27,promo,8
2023-03-05,science,53
2024-05-05,science,19
2023-11-27,promo,1
2024-04-04,promo,33
2023-11-11,promo,64
2023-09-21,promo,12
2024-01-26,science,8
2023-02-23,promo,74
2023-11-17,science,22
2024-09-20,promo,217
2023-11-26,promo,8
2024-03-03,promo,39
2023-02-07,science,3
2024-11-13,promo,51
2023-04-05,promo,2
2024-04-15,science,25
2023-11-22,promo,7
2023-11-10,science,23
2024-01-08,promo,12
2023-01-26,science,1
2024-09-04,science,18
2023-09-15,science,2
2023-06-24,science,1
2022-11-23,promo,1
2022-11-21,science,11
2023-02-12,science,3
2024-02-14,promo,148
2024-09-04,promo,24
2024-05-07,science,108
2024-07-04,science,3
2023-10-20,science,11
2023-12-30,promo,15
2024-09-10,science,27
2023-03-06,promo,45
2024-02-04,promo,12
2024-05-29,science,115
2023-08-27,promo,2
2024-04-07,science,4
2024-11-07,promo,19
2024-03-07,promo,3
2022-11-10,promo,2
2022-11-02,promo,16
2024-10-15,promo,62
2022-10-07,science,18
2023-08-21,science,5
2022-10-28,promo,2
2022-09-29,science,37
2023-10-18,science,31
2023-11-20,science,1
2023-12-02,science,12
2023-06-01,science,63
2023-11-20,promo,4
2023-10-08,promo,33
2023-11-10,promo,10
2022-11-05,science,7
2022-12-23,promo,2
2023-01-09,promo,1
2022-12-24,promo,1
2024-06-25,promo,27
2024-07-26,promo,132
2024-10-07,promo,58
2024-08-27,science,101
2023-11-28,promo,77
2024-08-27,promo,98
2024-07-13,science,4
2023-02-02,promo,12
2024-02-17,promo,46
2023-05-14,science,5
2024-05-23,promo,50
2023-06-06,promo,7
2024-03-07,science,1
2023-12-23,science,13
2023-06-07,promo,3
2024-10-14,promo,139
2024-02-20,promo,5
2024-08-24,science,12
2022-12-26,science,57
2024-06-08,promo,25
2024-06-30,promo,4
2024-07-29,promo,20
2023-01-24,promo,4
2024-06-19,promo,25
2023-12-17,promo,18
2024-06-16,promo,122
2022-10-05,science,2
2023-01-10,science,46
2023-12-29,promo,50
2024-01-13,science,13
2024-06-13,promo,87
2023-01-22,promo,21
2024-03-27,science,1
2023-01-11,science,5
2024-06-23,promo,21
2022-11-12,science,6
2023-09-06,promo,15
2023-08-23,promo,3
2023-02-19,science,42
2023-06-18,science,70
2023-09-20,science,49
2024-01-05,science,34
2023-11-16,science,6
2022-10-28,science,13
2024-05-15,promo,10
2024-01-10,science,19
2024-01-04,promo,9
2024-05-10,science,9
2024-03-21,science,44
2023-01-22,science,6
2024-02-22,science,2
2023-01-14,promo,1
2023-04-13,promo,133
2024-09-15,science,15
2024-03-11,promo,23
2023-06-09,promo,7
2022-12-19,promo,9
2024-04-12,promo,11
2023-03-30,promo,2
2023-09-05,promo,1
2023-08-16,promo,6
2024-08-14,promo,153
2023-02-21,promo,2
2023-08-10,science,29
2023-10-04,science,4
2024-05-28,promo,156
2024-09-28,promo,48
2023-11-18,promo,80
2024-05-24,science,63
2024-03-13,promo,38
2024-02-19,promo,11
2024-11-12,promo,256
2024-02-15,science,6
2023-01-13,science,5
2023-05-19,promo,32
2024-03-14,promo,69
2023-06-11,promo,24
2022-10-26,promo,8
2023-12-17,science,3
2023-01-03,science,2
2023-12-19,promo,6
2023-05-02,promo,88
2023-10-29,promo,44
2024-04-15,promo,9
2024-04-18,promo,44
2024-07-02,promo,122
2023-04-03,science,12
2023-07-25,science,1
2024-05-25,science,209
2024-07-25,promo,302
2024-04-17,science,8
2024-08-26,promo,71
2023-09-09,promo,24
2024-10-17,promo,100
2023-06-16,promo,30
2024-06-10,promo,47
2024-09-11,science,3
2023-05-18,promo,8
2023-03-15,science,4
2023-03-26,science,6
2024-02-26,promo,58
2024-08-31,science,33
2022-11-24,science,10
2024-01-25,promo,1
2019-08-10,rules,1
2023-04-14,science,37
2024-07-03,promo,45
2023-04-18,promo,6
2023-04-19,science,6
2023-04-15,promo,23
2022-10-18,science,6
2023-02-04,promo,16
2024-07-17,science,64
2024-08-29,science,57
2023-06-17,promo,1
2023-11-03,promo,3
2023-07-23,promo,27
2023-08-31,promo,4
2024-07-21,promo,30
2022-11-10,science,40
2023-12-06,science,3
2023-11-29,promo,29
2024-03-19,promo,121
2024-05-17,science,57
2023-09-10,science,2
2024-02-05,science,3
2023-02-10,promo,7
2023-10-17,promo,20
2023-11-21,promo,59
2023-11-01,science,104
2024-07-03,science,7
2024-03-06,promo,6
2022-12-31,science,20
2023-09-07,promo,5
2024-04-08,science,13
2024-09-26,promo,55
2022-09-28,science,41
2023-05-05,promo,16
2024-03-15,promo,56
2022-12-05,promo,5
2023-07-10,science,4
2023-04-12,promo,41
2024-10-01,promo,131
2023-09-19,science,5
2023-07-08,science,35
2024-09-19,promo,107
2023-04-04,science,20
2023-05-20,science,1
2023-11-15,science,67
2024-07-05,promo,15
2023-08-28,science,5
2023-10-12,promo,46
2024-03-25,promo,10
2023-06-29,science,4
2024-05-31,science,46
2023-07-31,promo,8
2023-05-26,science,16
2023-05-23,promo,24
2023-10-27,promo,24
2023-06-14,promo,31
2023-09-11,promo,1
2024-04-29,promo,12
2024-05-01,promo,45
2024-09-24,promo,188
2024-02-24,promo,8
2023-03-01,promo,297
2023-02-06,promo,8
2023-04-03,promo,11
2023-08-19,science,3
2024-03-28,promo,143
2023-06-03,promo,143
2024-07-11,promo,91
2024-08-22,science,10
2023-06-03,science,40
2023-10-08,science,4
2023-06-19,promo,17
2023-05-15,promo,117
2024-01-08,science,53
2023-06-26,promo,35
2024-04-22,promo,25
2023-03-22,promo,55
2024-11-02,promo,92
2023-04-28,promo,104
2024-07-16,promo,42
2022-12-20,science,66
2024-01-24,promo,32
2023-07-17,science,3
2023-12-18,promo,11
2023-08-06,science,32
2024-01-14,promo,8
2023-01-02,promo,15
2024-02-01,science,9
2023-06-01,promo,7
2023-06-15,promo,10
2024-07-24,promo,20
2022-12-12,science,3
2022-11-14,promo,5
2023-03-13,promo,7
2024-07-06,promo,3
2024-07-27,science,8
2024-07-28,promo,5
2023-07-20,science,2
2024-08-26,science,14
2024-07-31,science,46
2024-09-08,science,1
2023-09-02,science,2
2024-01-06,promo,19
2023-07-03,promo,31
2023-09-10,promo,17
2024-05-13,promo,24
2024-08-05,promo,59
2023-12-31,science,6
2024-01-28,science,4
2024-08-23,promo,103
2023-04-20,science,24
2024-10-06,promo,180
2024-09-21,promo,182
2023-04-20,promo,32
2023-05-20,promo,2
2023-03-18,science,15
2023-08-23,science,1
2023-07-30,science,2
2022-10-21,science,7
2024-04-05,promo,61
2024-07-15,science,18
2023-04-04,promo,7
2023-05-10,science,12
2023-06-05,science,4
2023-07-12,promo,5
2023-12-15,promo,12
2024-02-14,science,4
2024-05-03,science,10
2022-10-17,science,11
2023-10-02,promo,7
2022-10-31,promo,18
2022-12-24,science,2
2023-11-30,science,5
2023-05-28,science,12
2023-05-14,promo,35
2024-06-08,science,27
2023-09-13,promo,12
2023-12-08,promo,14
2024-06-11,science,6
2023-08-29,promo,3
2024-11-15,promo,3
2023-01-18,promo,24
2022-11-28,science,1
2024-03-12,science,4
2023-06-30,promo,8
2024-02-18,promo,27
2024-02-25,promo,14
2023-04-09,science,6
2023-07-28,science,9
2023-02-03,promo,1
2023-08-30,promo,4
2023-11-14,science,48
2024-03-05,promo,34
2023-06-25,promo,6
2024-07-26,science,8
2022-12-13,promo,25
2024-10-28,promo,16
2024-08-04,promo,24
2024-09-02,science,137
2024-05-02,science,5
2024-05-06,science,7
2023-05-17,science,43
2023-07-20,promo,3
2023-01-23,promo,3
2023-07-14,science,28
2024-05-30,promo,24
2023-06-16,science,23
2024-10-23,promo,91
2022-12-06,promo,3
2024-04-05,science,145
2023-11-13,science,40
2024-07-17,promo,34
2023-09-22,promo,19
2024-10-16,promo,68
2023-11-12,science,25
2023-12-29,science,1
2023-03-16,science,3
2024-08-14,science,64
2023-10-07,promo,19
2023-11-04,science,17
2024-08-18,promo,14
2024-08-04,science,25
2024-03-31,promo,59
2023-03-10,promo,62
2023-10-16,science,12
2022-11-09,promo,2
2024-10-03,promo,58
2023-06-20,promo,13
2023-12-10,promo,7
2023-09-18,promo,6
2023-10-14,promo,1
2023-05-11,promo,70
2023-10-18,promo,55
2023-06-04,science,19
2024-06-03,promo,34
2022-12-05,science,25
2023-12-31,promo,5
2023-10-28,promo,12
2024-07-18,promo,94
2024-03-12,promo,13
2023-12-13,science,1
2024-08-28,promo,59
2023-07-05,promo,35
2024-02-10,promo,32
2022-10-30,science,2
2023-03-23,promo,13
2023-08-13,promo,6
2024-04-13,science,115
2022-10-11,science,33
2024-03-10,promo,17
2023-03-14,promo,88
2022-09-26,science,92
2023-04-22,science,17
2024-07-09,promo,12
2023-08-20,promo,12
2024-07-27,promo,22
2023-01-08,promo,21
2022-11-11,promo,10
2024-02-23,promo,27
2024-10-05,promo,68
2024-05-01,science,41
2024-08-19,promo,147
2024-01-02,promo,4
2023-05-13,science,52
2024-01-22,promo,99
2024-08-02,science,17
2023-07-01,promo,117
2023-01-07,promo,2
2024-06-25,science,60
2024-09-01,promo,128
2023-04-11,science,37
2023-01-11,promo,3
2024-09-08,promo,6
2023-06-28,promo,95
2023-12-01,science,4
2023-03-07,promo,90
2024-07-19,promo,23
2023-08-15,science,2
2024-01-03,promo,39
2023-04-02,promo,110
2024-10-18,promo,128
2024-04-28,promo,103
2024-08-12,science,37
2024-03-04,promo,14
2024-07-11,science,24
2023-12-04,promo,153
2023-11-22,science,47
2023-02-22,science,170
2023-01-04,promo,1
2023-10-19,science,27
2023-03-17,promo,32
2024-01-10,promo,65
2023-08-15,promo,4
2024-02-03,promo,58
2022-10-06,science,2
2023-10-05,promo,5
2023-05-27,science,12
2024-05-26,science,75
2022-12-11,science,17
2023-03-26,promo,4
2023-06-22,promo,8
2024-07-20,science,3
2023-12-03,science,3
2023-04-21,science,23
2024-05-29,promo,25
2023-08-06,promo,18
2023-09-28,promo,46
2024-08-01,promo,41
2023-03-04,science,26
2024-01-09,science,42
2024-08-16,promo,49
2023-05-25,promo,4
2022-11-04,promo,5
2024-06-09,promo,53
2024-04-23,promo,7
2024-10-04,promo,48
2023-07-03,science,1
2024-01-30,science,22
2023-02-16,science,17
2023-06-21,science,1
2024-05-14,science,6
2022-12-29,promo,9
2022-11-22,promo,2
2022-12-02,science,4
2024-04-17,promo,15
2024-05-14,promo,7
2024-09-18,promo,106
2023-01-04,science,1
2024-01-22,science,7
2024-04-11,science,43
2023-09-08,promo,156
2023-01-15,promo,4
2023-05-09,promo,6
2024-05-04,promo,16
2024-01-23,science,2
2023-04-01,science,2
